Language,Matrix Size,Min Time,Max Time,Avg Time,Avg Time Standard Deviation,Min GigaFlops,Max GigaFlops,Avg GigaFlops,Avg GigaFlops Standard Deviation
Java,600,0.225148702,0.261478253,0.23349477,0.01127372696828143,1.6521450447353268,1.9187319143416606,1.85376465487622,0.08329562180114419
Java,1000,1.652617449,1.724023096,1.6918822590000002,0.02498641748908485,1.1600772661574599,1.2102014299862327,1.1823479227699893,0.017498407658405993
Java,1400,4.669196754,4.780915234,4.7151583472,0.04446020906435371,1.1478973651261353,1.1753627634771548,1.163998410603755,0.010916792681358908
Java,1800,19.621086544,21.147301246,20.0304679866,0.48257230254697203,0.5515597410901895,0.5944624918627035,0.5826085287130119,0.013637747128793941
Java,2200,41.67242676,42.868649537,42.3849015836,0.3170128193023869,0.49677328840553725,0.5110333536044831,0.5024685234958033,0.003781751135634638
Java,2600,74.459319735,77.025467696,75.2700007471,0.6835859007920394,0.45636853694593627,0.47209671166894396,0.4670462413448349,0.004179078713709967
Java,3000,122.223020833,125.04295574,123.31143429030001,0.9052235623452078,0.43185159596100253,0.44181529495808447,0.4379367704578402,0.0032053040699145797
