Language,Matrix Size,Min Time,Max Time,Avg Time,Avg Time Standard Deviation,Min GigaFlops,Max GigaFlops,Avg GigaFlops,Avg GigaFlops Standard Deviation,Min L1 DCM,Max L1 DCM,Avg L1 DCM,Avg L1 DCM Standard Deviation,Min L2 DCM,Max L2 DCM,Avg L2 DCM,Avg L2 DCM Standard Deviation,Min TOT INS,Max TOT INS,Avg TOT INS,Avg TOT INS Standard Deviation,Min TOT CYC,Max TOT CYC,Avg TOT CYC,Avg TOT CYC Standard Deviation
C++,600,0.2069,0.232401,0.21388920000000003,0.007186746888853432,1.8588560290188083,2.0879652005799905,2.0216807019865675,0.06430499884825669,244601012,244816674,244758639.3,60884.88489317661,38800990,41425657,39563094.4,848148.208654098,1518153254,1518153290,1518153269.4,10.145606593640498,854810639,925938042,873767487.2,19613116.35236719
C++,1000,1.15497,1.41529,1.258494,0.08553654036596156,1.413137943460351,1.7316467094383403,1.5956665553181588,0.10589102163867056,1215289537,1231022860,1224030858.4,6974385.962151787,242970105,326724905,294065783.0,23623526.437327266,7017049023,7017049077,7017049049.9,16.366971995807862,4847837512,5938505108,5256704259.5,359544870.8634297
C++,1400,3.5271,3.8801,3.675294,0.11427998660210717,1.4143965361717483,1.5559524822091806,1.4944968320890422,0.04586234178088789,3415470380,3534753056,3487917835.9,44177877.37235797,1290549035,1825636042,1515101663.4,167649046.8199002,19241387206,19241387642,19241387300.2,124.45507879255959,14753520436,16259002488,15426970424.2,482261311.2428015
C++,1800,19.2832,19.6858,19.45925,0.11081926477126774,0.5925083054790764,0.6048788582807834,0.5994238852982292,0.0034014206947474077,9076400145,9094496159,9084970282.0,6079274.023502252,7672126841,8916147474,8372374107.1,400099248.33258533,40879171523,40879173089,40879172091.4,702.2450034033255,81514941440,82945873479,82117641431.0,426742778.2955539
C++,2200,40.6433,41.5756,41.03099,0.28680834270370403,0.5122235157159488,0.523973200994998,0.5190450758423794,0.003615821584464108,17624818912,17652164060,17636290380.3,11163082.047530962,22358250933,24609376134,23278000899.3,725226206.608013,74618398183,74618401717,74618399223.3,1484.2171178652095,171349238851,175453007622,173184104803.8,1177886328.3548076
C++,2600,73.3269,74.6946,74.0307,0.4442254432655169,0.47060965585196257,0.47938750990427803,0.4748454380736814,0.002851880374449143,30873968776,30906020528,30894927750.9,12893682.259830454,51323429039,53199262207,52283206171.1,639246520.231035,123147069707,123147074426,123147070391.8,1425.0077434278478,309617414529,315209676224,312656436984.4,1999658823.147321
C++,3000,122.585,124.858,123.699,0.8184173073004318,0.4324913101283057,0.4405106660684423,0.43656073932777184,0.0028875869821235823,50291051766,50314013868,50296996157.2,7530520.772878038,96247268478,99043618892,97365332920.8,1063070160.6309152,189153187274,189153195754,189153189139.6,3298.618606080397,517246250416,527213867967,522444461804.0,3586080650.005309
