Language,Matrix Size,Min Time,Max Time,Avg Time,Avg Time Standard Deviation,Min GigaFlops,Max GigaFlops,Avg GigaFlops,Avg GigaFlops Standard Deviation
Java,600,0.162707381,0.197617511,0.1700321166,0.010731646415861152,2.186041094303632,2.655073158604895,2.5489534179523474,0.14562736252937503
Java,1000,0.713292487,0.736573952,0.7214757164,0.0070576417145523165,2.715273862956262,2.8038988724130496,2.772332930790779,0.026905006219641123
Java,1400,2.193353049,2.260286607,2.2252349102,0.024696083720220984,2.4280106704184887,2.50210516838687,2.4665301870596714,0.027404283242050853
Java,1800,4.749486706,4.810544776,4.7860676948,0.018018632977115458,2.4246734087565636,2.4558443305599607,2.4371049197861816,0.00919583901258387
Java,2200,8.488002156,8.771218019,8.7276847931,0.0860080943112168,2.4279410172987514,2.508953179865333,2.4402697875668284,0.024617170207855074
Java,2600,13.525101551,14.037239726,13.8324628431,0.23218040052212063,2.5041960304269013,2.5990193025501522,2.54191718950603,0.04295096053097521
Java,3000,20.734872262,20.850205165,20.8095549918,0.03866551019053629,2.589902572788425,2.604308303310058,2.5949698603047904,0.004828025670665992
