Language,Matrix Size,Block Size,Min Time,Max Time,Avg Time,Avg Time Standard Deviation,Min GigaFlops,Max GigaFlops,Avg GigaFlops,Avg GigaFlops Standard Deviation
Java,4096,128,47.185372923,50.199167096,48.7906728181,0.9979368581061113,2.7378731844128845,2.9127448816878347,2.8179687930363806,0.057507305107513076
Java,4096,256,44.212090619,47.695893568,46.1035631066,0.8910621347738253,2.881567849778375,3.108628240550472,2.9821021581455165,0.0581116361710026
Java,4096,512,43.553281339,46.974124883,45.3856411552,1.4002182408922794,2.925843830285795,3.1556509463026297,3.030854290217055,0.09390123482856612
Java,6144,128,159.974626542,171.429201076,166.683394008,4.290089305414184,2.70581945815846,2.8995627493852494,2.7845381461161347,0.07248311741698957
Java,6144,256,155.524221868,162.31242055,158.7634832144,2.7871105192521832,2.8578002003556464,2.9825352115356965,2.92249274244599,0.05129275391073892
